cov_nr,arm,arm_explanation,needs_discussion_arm,needs_discussion_arm_explanation,n,time_intervention_days,time_followup_days,time_total_days,needs_discussion_time,needs_discussion_time_explanation,diagnosis,gender_pct_female,gender_pct_male,gender_female_n,gender_male_n,needs_discussion_gender,needs_discussion_gender_explanation,age_mean,age_sd,age_se,age_other,bmi_mean,bmi_sd,bmi_other,bp_systolic_mean,bp_systolic_sd,bp_diastolic_mean,bp_diastolic_sd,bp_other,smoking_status,pack_years_mean,pack_years_sd,pack_years_other,smoking_status_other,fev1_pct_mean,fev1_pct_sd,fev1_other,disease_severity_other,healthcare_setting,healthcare_setting_explanation,healthcare_setting_confidence,healthcare_setting_confidence_explanation,health_literacy,health_literacy_instrument_name,health_literacy_instrument_value,health_literacy_instrument_other,digital_strategy_excludes,digital_strategy_excludes_explanation,digital_strategy_provides_equipment,digital_strategy_provides_equipment_explanation,needs_discussion_equipment,needs_discussion_equipment_explanation,digital_strategy_provides_training,digital_strategy_provides_training_explanation,digital_strategy_provides_ongoing_support,digital_strategy_provides_ongoing_support_explanation,digital_literacy,digital_literacy_possession,digital_literacy_frequency,digital_literacy_skills,ses,ses_income,ses_living_situation,ses_relationship_status,ses_job_status,ses_living_location,educational_level,ethnicity,_metadata,healthcare_setting_label
3535,control,traditional home hospitalization (face-to-face visits),False,,58,7.0,173.0,180.0,False,,COPD,39.66,60.34,23.0,35.0,False,,70.0,8.0,,,26.5,4.0,,,,,,,Current: 18 (31.03%)~non-smoking (inferred): 40,53.0,24.0,,,52.0,17.0,,other: FEV1_ml_mean: 1225~other: FEV1_ml_sd: 508~other: exacerbation phenotype: 24 (41.38%)~LTOT_pct: 32.76%~mMRC_median: 2~mMRC_iqr: 1-2~BODEx_median: 3~BODEx_iqr: 2-4~Charlson_median: 4.65~Charlson_iqr: 3.7-6.3~CAT_median: 15~CAT_iqr: 9-21,2,home hospitalization with face-to-face visits by hospital nursing and physician staff,moderate,Step 1 split: clinical responsibility lies with hospital specialist (suggests 2) but delivery is home-based (suggests 3). Step 2 provider type (hospital nurses/physicians delivering visits) confirms 2.,0,,,,0,,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:58:50.240332'}",Secondary
3535,treat1,home hospitalization with telemonitoring,False,,58,7.0,173.0,180.0,False,,COPD,22.41,77.59,13.0,45.0,False,,68.0,8.0,,,27.0,4.0,,,,,,,Current: 26 (44.83%)~non-smoking (inferred): 32,57.0,28.0,,,50.0,17.0,,other: FEV1_ml_mean: 1321~other: FEV1_ml_sd: 474~other: exacerbation phenotype: 17 (29.31%)~LTOT_pct: 37.93%~mMRC_median: 2~mMRC_iqr: 1-2~BODEx_median: 3~BODEx_iqr: 2-4~Charlson_median: 4~Charlson_iqr: 3-5~CAT_median: 10~CAT_iqr: 7-15,2,home hospitalization with telemonitoring and home visits by hospital staff; remote review by hospital physician,moderate,Step 1 split: clinical responsibility lies with hospital specialist (suggests 2) but delivery is home-based with telemonitoring (suggests 3). Step 2 provider type (hospital nurses/physicians delivering visits and remote monitoring) confirms 2.,0,,,,0,,1,"multiparametric telemonitoring unit with GSM, pulse oximeter, ECG, BP, etc., provided and installed at home",False,,1,Technician installed equipment and instructed patient and family on operation; contact telephone number for technical support,1,contact telephone number for technical support; physician calls patient for clinical evaluation,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:58:50.240332'}",Secondary
3630,treat1,"Taking Healthy Steps (Internet-mediated, pedometer-based walking program)",False,,154,365.0,0.0,365.0,False,,COPD,5.19,94.81,8.0,146.0,False,,67.0,8.6,,,,,,,,,,,Current: 26.62%,,,,,,,,"SGRQ_symptoms_mean: 57.2~SGRQ_symptoms_sd: 19.1~SGRQ_activity_mean: 62.3~SGRQ_activity_sd: 20.2~SGRQ_impact_mean: 32.2~SGRQ_impact_sd: 16.5~SGRQ_total_mean: 45.6~SGRQ_total_sd: 15.4~MMRC_distribution: 0-1: 70.13%, 2-4: 29.87%~oxygen_use_pct: 22.73%~baseline_daily_step_count_mean: 3488~baseline_daily_step_count_sd: 2316",3,"home-based, Internet-mediated walking program; no face-to-face encounters with staff; all features delivered via website",moderate,"Step 1: clinical responsibility not explicitly stated; delivery location is home-based (suggests 3). Step 2: no human provider delivers the intervention; all features are automated via website (confirms 3). Alternative: 1 if GP retained clinical responsibility, but not described.",0,,,,1,"having access to a computer with an Internet connection, a USB port, and Windows XP, Vista, Windows 7, or Windows 8",0,,False,,1,detailed written instructions on how to install the Java software and upload pedometer data; research staff available by telephone to assist with software installation and upload of step counts,1,research staff were available by telephone to assist with software installation and upload of step counts,False,,,,True,,,,,Urban: 53.90%~Rural: 46.10%,,Hispanic: 3.25%~Black: 4.55%~White: 92.21%~Other: 3.25%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:58:23.731895', 'study_info': {'n_arms': 2, 'arm_labels': ['Taking Healthy Steps', 'wait-list control']}}",Community
3630,control,wait-list control (pedometer alone),False,,84,365.0,0.0,365.0,False,,COPD,8.33,91.67,7.0,77.0,False,,66.4,9.2,,,,,,,,,,,Current: 21.43%,,,,,,,,"SGRQ_symptoms_mean: 56~SGRQ_symptoms_sd: 19.9~SGRQ_activity_mean: 64.2~SGRQ_activity_sd: 18~SGRQ_impact_mean: 34.1~SGRQ_impact_sd: 17.9~SGRQ_total_mean: 46.8~SGRQ_total_sd: 15.6~MMRC_distribution: 0-1: 67.86%, 2-4: 32.14%~oxygen_use_pct: 25.00%~baseline_daily_step_count_mean: 3521~baseline_daily_step_count_sd: 2058",3,"home-based, pedometer-only; no face-to-face encounters with staff; all features delivered via website",moderate,"Step 1: clinical responsibility not explicitly stated; delivery location is home-based (suggests 3). Step 2: no human provider delivers the intervention; all features are automated via website (confirms 3). Alternative: 1 if GP retained clinical responsibility, but not described.",0,,,,1,"having access to a computer with an Internet connection, a USB port, and Windows XP, Vista, Windows 7, or Windows 8",0,,False,,1,detailed written instructions on how to install the Java software and upload pedometer data; research staff available by telephone to assist with software installation and upload of step counts,1,research staff were available by telephone to assist with software installation and upload of step counts,False,,,,True,,,,,Urban: 55.95%~Rural: 44.05%,,Hispanic: 1.19%~Black: 3.57%~White: 94.05%~Other: 2.38%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:58:23.731895', 'study_info': {'n_arms': 2, 'arm_labels': ['Taking Healthy Steps', 'wait-list control']}}",Community
4104,treat1,Internet-based dyspnea self-management program (eDSMP),False,,43,365.0,0.0,365.0,False,,COPD,41.86,58.14,18.0,25.0,False,,68.5,11.0,,,28.0,5.5,,,,,,,Currently smoking: 2 (4.65%)~non-smoking (inferred): 41,,,,,53.3,20.4,,"FEV1_FVC_ratio_mean: 0.50~FEV1_FVC_ratio_sd: 0.12~GOLD_stage: Mild/moderate: 22 (51.16%), Severe/very severe: 21 (48.84%)~BODE_mean: 2.3~BODE_sd: 2.1~LTOT_pct: 11 (25.58%)~comorbid_CVD_pct: 13 (30.23%)~comorbid_musculoskeletal_pct: 9 (20.93%)~6MWD_mean: 1314 feet~CRQ_total_mean: 96.4~SF36_PCS_mean: 34.5~SF36_MCS_mean: 53.2",2,Participants recruited from two academic medical centers; baseline and follow-up testing at medical center; intervention delivered remotely via website and smartphone with home visit by advanced practice nurse; clinical responsibility held by study nurses (advanced practice nurses) affiliated with the medical centers.,moderate,"Step 1 split: clinical responsibility lies with study nurses affiliated with academic medical centers (suggests 2), but delivery is primarily home-based via website/smartphone (suggests 3). Step 2 provider type (advanced practice nurses employed by medical centers) and recruitment source (academic medical centers) confirmed 2.",2,Self-efficacy for managing dyspnea,4.93,"0-10 scale; 95% CI (4.06, 5.80)",1,use of the Internet,1,study-issued smartphone (Palm Treo 650/680/700),False,,1,training on how to navigate and use the website tools and study-issued smartphone; provided a detailed paper 'Help Manual',0,,True,Comfortable with use: 39 (90.70%)~Duration of use >1 year: 43 (100.00%)~Daily use: 33 (76.74%),,,True,,Live with spouse or other: 29 (67.44%),,"Not currently employed, disabled, retired: 34 (79.07%)",,High school or some college: 21 (48.84%)~College or more: 20 (46.51%)~missing (inferred): 2,Caucasian: 40 (93.02%)~missing (inferred): 3,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:59:08.157463', 'study_info': {'n_arms': 3, 'arm_labels': ['eDSMP', 'fDSMP', 'GHE']}}",Secondary
4104,treat2,face-to-face-based dyspnea self-management program (fDSMP),False,,41,365.0,0.0,365.0,False,,COPD,53.66,46.34,22.0,19.0,False,,68.2,9.9,,,27.3,7.1,,,,,,,Currently smoking: 2 (4.88%)~non-smoking (inferred): 39,,,,,50.6,18.2,,"FEV1_FVC_ratio_mean: 0.47~FEV1_FVC_ratio_sd: 0.11~GOLD_stage: Mild/moderate: 19 (46.34%), Severe/very severe: 22 (53.66%)~BODE_mean: 3.1~BODE_sd: 2.1~LTOT_pct: 10 (24.39%)~comorbid_CVD_pct: 9 (21.95%)~comorbid_musculoskeletal_pct: 10 (24.39%)~6MWD_mean: 1301 feet~CRQ_total_mean: 91.5~SF36_PCS_mean: 34.2~SF36_MCS_mean: 48.7",2,"Participants recruited from two academic medical centers; baseline and follow-up testing at medical center; intervention delivered via face-to-face home visit, group sessions at medical centers, and telephone calls; clinical responsibility held by study nurses (advanced practice nurses) affiliated with the medical centers.",moderate,"Step 1 split: clinical responsibility lies with study nurses affiliated with academic medical centers (suggests 2), but delivery is a mix of home-based and medical center-based (suggests 2 or 3). Step 2 provider type (advanced practice nurses employed by medical centers) and recruitment source (academic medical centers) confirmed 2.",2,Self-efficacy for managing dyspnea,4.81,"0-10 scale; 95% CI (3.92, 5.71)",1,use of the Internet,0,,False,,0,,0,,True,Comfortable with use: 36 (87.80%)~Duration of use >1 year: 37 (90.24%)~Daily use: 21 (51.22%),,,True,,Live with spouse or other: 26 (63.41%),,"Not currently employed, disabled, retired: 32 (78.05%)",,High school or some college: 19 (46.34%)~College or more: 18 (43.90%)~missing (inferred): 4,Caucasian: 37 (90.24%)~missing (inferred): 4,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:59:08.157463', 'study_info': {'n_arms': 3, 'arm_labels': ['eDSMP', 'fDSMP', 'GHE']}}",Secondary
4104,control,general health education (GHE),False,,41,365.0,0.0,365.0,False,,COPD,41.46,58.54,17.0,24.0,False,,69.3,8.0,,,26.5,5.4,,,,,,,Currently smoking: 3 (7.32%)~non-smoking (inferred): 38,,,,,49.4,19.8,,"FEV1_FVC_ratio_mean: 0.46~FEV1_FVC_ratio_sd: 0.14~GOLD_stage: Mild/moderate: 21 (51.22%), Severe/very severe: 20 (48.78%)~BODE_mean: 2.6~BODE_sd: 2.1~LTOT_pct: 12 (29.27%)~comorbid_CVD_pct: 15 (36.59%)~comorbid_musculoskeletal_pct: 10 (24.39%)~6MWD_mean: 1306 feet~CRQ_total_mean: 96.2~SF36_PCS_mean: 33.7~SF36_MCS_mean: 53.1",2,Participants recruited from two academic medical centers; baseline and follow-up testing at medical center; intervention delivered via face-to-face group sessions at medical centers and biweekly phone calls; clinical responsibility held by study staff affiliated with the medical centers.,moderate,"Step 1 split: clinical responsibility lies with study staff affiliated with academic medical centers (suggests 2), but delivery is a mix of medical center-based and home-based (suggests 2 or 3). Step 2 provider type (graduate research assistant employed by medical centers) and recruitment source (academic medical centers) confirmed 2.",2,Self-efficacy for managing dyspnea,5.74,"0-10 scale; 95% CI (4.84, 6.63)",1,use of the Internet,0,,False,,0,,0,,True,Comfortable with use: 37 (90.24%)~Duration of use >1 year: 39 (95.12%)~Daily use: 28 (68.29%),,,True,,Live with spouse or other: 29 (70.73%),,"Not currently employed, disabled, retired: 28 (68.29%)",,High school or some college: 23 (56.10%)~College or more: 17 (41.46%)~missing (inferred): 1,Caucasian: 36 (87.80%)~missing (inferred): 5,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:59:08.157463', 'study_info': {'n_arms': 3, 'arm_labels': ['eDSMP', 'fDSMP', 'GHE']}}",Secondary
4106,control,face-to-face dyspnea self-management program with paper diaries,False,,20,180.0,0.0,180.0,False,,COPD,45.0,55.0,9.0,11.0,False,,70.9,8.6,,,27.7,6.4,,,,,,,Current: 1 (5.00%)~non-smoking (inferred): 19,,,,,50.3,17.6,,"FEV1_FVC_ratio_mean: 0.46~FEV1_FVC_ratio_sd: 0.11~GOLD_stage: Mild/moderate: 10 (50.00%), Severe/very severe: 10 (50.00%)~BODE_mean: 2.8~BODE_sd: 2.2~LTOT_pct: 25.00%~comorbid_CVD_pct: 50.00%~comorbid_musculoskeletal_pct: 40.00%~other: Previous pulmonary rehabilitation: 8 (40.00%)~6MWD_mean: 406~6MWD_sd: 150~CRQ_dyspnea_mean: 15.9~CRQ_dyspnea_sd: 5.4~CRQ_fatigue_mean: 16.1~CRQ_fatigue_sd: 4.4~CRQ_mastery_mean: 20.4~CRQ_mastery_sd: 5.2~CRQ_emotional_mean: 33.4~CRQ_emotional_sd: 8.0~CRQ_total_mean: 85.8~CRQ_total_sd: 18.9~SF36_PCS_mean: 32.8~SF36_PCS_sd: 8.5~SF36_MCS_mean: 51.8~SF36_MCS_sd: 9.9~other: Endurance exercise min/week: 77 (SD 113)~other: Strengthening exercise min/week: 21 (SD 46)~other: Exercise stage of change action/maintenance: 6 (30.00%)",2,"academic medical center-based program with initial face-to-face consultation, paper diaries, and remote nurse support via telephone",high,,0,,,,1,use of the Internet and/or checking email at least once per week with a Windows operating system,0,,False,,0,,0,,True,,Internet hours per week: median 9.5 (range 1-25),"Self-rated computer skills: Beginner: 2 (10.00%), Intermediate: 14 (70.00%), Advanced: 4 (20.00%)~Computer use years: mean 5.6 (SD 2.7)~Participate in online support groups: 2 (10.00%)",True,,With spouse or other: 13 (65.00%),,Not employed/disabled/retired: 15 (75.00%),,High school or some college: 8 (40.00%)~College or more: 12 (60.00%),Caucasian: 100.00%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:58:55.471210', 'study_info': {'n_arms': 2, 'arm_labels': ['fDSMP', 'eDSMP']}}",Secondary
4106,treat1,electronic dyspnea self-management program with PDA and Web,False,,19,180.0,0.0,180.0,False,,COPD,42.11,57.89,8.0,11.0,True,Printed female % 39% vs recomputed 42.11% (8/19); discrepancy >1pp,68.0,8.3,,,29.4,5.9,,,,,,,Current: 2 (10.53%)~non-smoking (inferred): 17,,,,,49.0,16.8,,"FEV1_FVC_ratio_mean: 0.49~FEV1_FVC_ratio_sd: 0.14~GOLD_stage: Mild/moderate: 9 (47.37%), Severe/very severe: 10 (52.63%)~BODE_mean: 2.5~BODE_sd: 1.5~LTOT_pct: 31.58%~comorbid_CVD_pct: 47.37%~comorbid_musculoskeletal_pct: 21.05%~other: Previous pulmonary rehabilitation: 9 (47.37%)~6MWD_mean: 436~6MWD_sd: 92~CRQ_dyspnea_mean: 18.8~CRQ_dyspnea_sd: 6.2~CRQ_fatigue_mean: 17.1~CRQ_fatigue_sd: 5.3~CRQ_mastery_mean: 21.7~CRQ_mastery_sd: 3.2~CRQ_emotional_mean: 35.9~CRQ_emotional_sd: 7.2~CRQ_total_mean: 93.5~CRQ_total_sd: 15.7~SF36_PCS_mean: 37.3~SF36_PCS_sd: 7.0~SF36_MCS_mean: 49.7~SF36_MCS_sd: 10.1~other: Endurance exercise min/week: 89 (SD 102)~other: Strengthening exercise min/week: 11 (SD 29)~other: Exercise stage of change action/maintenance: 5 (26.32%)",2,"academic medical center-based program with initial face-to-face consultation, PDA and Web-based self-monitoring, and remote nurse support via email",high,,0,,,,1,use of the Internet and/or checking email at least once per week with a Windows operating system,0,,False,,1,training on website use and PDA data entry,0,,True,,Internet hours per week: median 15.0 (range 1-90),"Self-rated computer skills: Beginner: 4 (21.05%), Intermediate: 9 (47.37%), Advanced: 6 (31.58%)~Computer use years: mean 5.7 (SD 2.8)~Participate in online support groups: 5 (26.32%)",True,,With spouse or other: 12 (63.16%),,Not employed/disabled/retired: 13 (68.42%),,High school or some college: 10 (52.63%)~College or more: 9 (47.37%),Caucasian: 94.74%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:58:55.471210', 'study_info': {'n_arms': 2, 'arm_labels': ['fDSMP', 'eDSMP']}}",Secondary
4108,treat1,MOBILE-Coached,True,"Tiebreaker rule 2 applied: MOBILE-C has more of the studied component (coaching/feedback) than MOBILE-SM, so MOBILE-SM is control.",9,180.0,0.0,180.0,False,,COPD,66.67,33.33,6.0,3.0,False,,72.0,9.0,,,26.3,5.5,,,,,,,,,,,,46.7,18.7,,"FEV1_FVC_ratio_mean: 0.48~FEV1_FVC_ratio_sd: 0.10~GOLD_stage: Stage 2: 33.33%, Stages 3 and 4: 66.67%~BODE_mean: 3.0~BODE_sd: 2.4~comorbid_any_pct: 66.67%~LTOT_pct: 55.56%~SGRQ_total_mean: 38.3~SGRQ_total_sd: 4.7~SF12_PCS_mean: 32.8~SF12_PCS_sd: 2.3~SF12_MCS_mean: 50.6~SF12_MCS_sd: 3.8~6MWD_mean: 1240~6MWD_sd: 125~steps_per_day_mean: 6692~steps_per_day_sd: 1007",2,Participants were graduates of pulmonary rehabilitation programs; intervention was home-based with remote specialist (nurse) support from the research team at the University of Washington.,moderate,"Step 1 split: clinical responsibility not explicitly stated but likely hospital specialist (PR graduates, research team at university); delivery is home-based via cell phone (suggests 3). Step 2 provider type (nurse interventionist from research team) and recruitment source (PR programs) both suggest 2. Coded 2.",2,PAM,20.9,SD 4.7,1,unable or unwilling to use the study issued cell phone,1,study-issued cell phone (Treo 650/700) with monthly data service plan provided,False,,1,"trained on entering data via the cell phone, asked to provide a return demonstration, and given a step-by-step help booklet with screenshots",1,"phone number of research office for questions; technical difficulties tracked and resolved (e.g., instructions for reset, device exchange)",True,Computer user: 7 (77.78%),,,True,,,Married/partnered: 2 (22.22%),,,College educated or higher: 6 (66.67%)~missing (inferred): 3,Caucasian: 8 (88.89%)~African-American: 1 (11.11%),"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:00:29.105578', 'study_info': {'n_arms': 2, 'arm_labels': ['MOBILE-Coached', 'MOBILE-Self-Monitored']}}",Secondary
4108,control,MOBILE-Self-Monitored,True,"Tiebreaker rule 2 applied: MOBILE-SM has less of the studied component (no coaching/feedback) than MOBILE-C, so it is the control.",8,180.0,0.0,180.0,False,,COPD,62.5,37.5,5.0,3.0,False,,64.0,12.0,,,25.0,7.8,,,,,,,,,,,,34.4,15.0,,"FEV1_FVC_ratio_mean: 0.39~FEV1_FVC_ratio_sd: 0.12~GOLD_stage: Stage 2: 25.00%, Stages 3 and 4: 75.00%~BODE_mean: 3.7~BODE_sd: 1.3~comorbid_any_pct: 62.50%~LTOT_pct: 62.50%~SGRQ_total_mean: 50.7~SGRQ_total_sd: 5.0~SF12_PCS_mean: 31.4~SF12_PCS_sd: 2.4~SF12_MCS_mean: 54.2~SF12_MCS_sd: 4.1~6MWD_mean: 1200~6MWD_sd: 133~steps_per_day_mean: 5229~steps_per_day_sd: 1068",2,Participants were graduates of pulmonary rehabilitation programs; intervention was home-based with remote support from the research team at the University of Washington.,moderate,"Step 1 split: clinical responsibility not explicitly stated but likely hospital specialist (PR graduates, research team at university); delivery is home-based via cell phone (suggests 3). Step 2 provider type (nurse interventionist from research team) and recruitment source (PR programs) both suggest 2. Coded 2.",2,PAM,20.5,SD 4.4,1,unable or unwilling to use the study issued cell phone,1,study-issued cell phone (Treo 650/700) with monthly data service plan provided,False,,1,"trained on entering data via the cell phone, asked to provide a return demonstration, and given a step-by-step help booklet with screenshots",1,"phone number of research office for questions; technical difficulties tracked and resolved (e.g., instructions for reset, device exchange)",True,Computer user: 8 (100.00%),,,True,,,Married/partnered: 3 (37.50%),,,College educated or higher: 7 (87.50%)~missing (inferred): 1,Caucasian: 6 (75.00%)~African-American: 2 (25.00%),"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:00:29.105578', 'study_info': {'n_arms': 2, 'arm_labels': ['MOBILE-Coached', 'MOBILE-Self-Monitored']}}",Secondary
4123,treat1,telehealth PLB program (4 weekly sessions via Skype),False,,11,28.0,56.0,84.0,False,,COPD,0.0,100.0,0.0,11.0,False,,64.0,8.0,,,31.0,9.0,,,,,,,Current: 5~Past: 10,,,,"Smoking status counts sum to more than n (5+10=15 for intervention, 6+11=17 for control), suggesting categories are not mutually exclusive or there is an error in the table.",55.0,16.0,,"FEV1_FVC_ratio_mean: 53~FEV1_FVC_ratio_sd: 10~RV_pct_mean: 177~RV_pct_sd: 55~DLCO_pct_mean: 59~DLCO_pct_sd: 18~PaO2_mean: 72 mm Hg~PaO2_sd: 10 mm Hg~comorbid_Arthritis_n: 5~comorbid_Hypertension_n: 5~comorbid_Coronary_heart_disease_n: 3~comorbid_Diabetes_n: 3~comorbid_Depression_n: 5~comorbid_PTSD_n: 3~comorbid_Alcohol_drug_abuse_n: 5~other: Number of comorbidities: 1: 2, 2: 3, 3+: 6",2,home-based telehealth sessions with remote support from healthcare professional; recruited from outpatient pulmonary clinic,moderate,"Step 1 split: clinical responsibility lies with healthcare professional (suggests 2), delivery is home-based (suggests 3). Step 2 provider type (healthcare professional employed by VA hospital) confirmed 2.",0,,,,0,,1,"laptop computer, headphone, pulse oximeter, and internet service provided",False,,1,demonstration of basic computer functions at baseline and at home setup,1,"health educator available during weekly telehealth sessions to resolve technical issues (e.g., audio problems)",True,Used in past: 9~In home: 6,,,True,"<$10,000: 3~$10,000 - $19,999/yr: 3~$20,000 - $39,999/yr: 4~>$40,000/yr: 1",Lives alone: 7,,,,<12 years: 0~12 years: 2~>12 years: 9,White: 8~Black: 3~Asian: 0,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:05:04.945061', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
4123,control,one-time PLB education session,False,,11,0.0,84.0,84.0,False,,COPD,0.0,100.0,0.0,11.0,False,,65.0,5.0,,,32.0,7.0,,,,,,,Current: 6~Past: 11,,,,"Smoking status counts sum to more than n (5+10=15 for intervention, 6+11=17 for control), suggesting categories are not mutually exclusive or there is an error in the table.",56.0,12.0,,"FEV1_FVC_ratio_mean: 56~FEV1_FVC_ratio_sd: 8~RV_pct_mean: 195~RV_pct_sd: 27~DLCO_pct_mean: 66~DLCO_pct_sd: 15~PaO2_mean: 66 mm Hg~PaO2_sd: 6 mm Hg~comorbid_Arthritis_n: 5~comorbid_Hypertension_n: 7~comorbid_Coronary_heart_disease_n: 2~comorbid_Diabetes_n: 6~comorbid_Depression_n: 6~comorbid_PTSD_n: 3~comorbid_Alcohol_drug_abuse_n: 4~other: Number of comorbidities: 1: 0, 2: 1, 3+: 10",2,one-time education session at outpatient pulmonary clinic,high,,0,,,,0,,0,,False,,0,,0,,True,Used in past: 10~In home: 8,,,True,"<$10,000: 2~$10,000 - $19,999/yr: 4~$20,000 - $39,999/yr: 4~>$40,000/yr: 1",Lives alone: 5,,,,<12 years: 0~12 years: 2~>12 years: 9,White: 6~Black: 4~Asian: 1,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:05:04.945061', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
4194,treat1,COPD Web + pedometer,False,,43,365.0,0.0,365.0,False,,COPD,46.51,53.49,20.0,23.0,True,"Male printed 52% vs recomputed 53.49%, female printed 48% vs recomputed 46.51%; discrepancy >1pp",65.0,7.0,,,,,,,,,,,Never smoker: 4 (9.30%)~Ex-smoker: 29 (67.44%)~Current smoker: 8 (18.60%)~non-smoking (inferred): 2,28.0,15.0,,,60.0,17.0,,"FVC_pct_mean: 81~FVC_pct_sd: 21~FEV1_FVC_ratio_mean: 54~FEV1_FVC_ratio_sd: 10~GOLD_stage: A: 56%, B: 19%, C: 12%, D: 14%~CAT_mean: 12.2~CAT_sd: 5.7~mMRC_mean: 1.45~mMRC_sd: 0.96~EQ5D_mean: 0.90~EQ5D_sd: 0.09~ESES_mean: 24.9~ESES_sd: 1.1~other: SoS-PA mean: 9.1 (SD 3.5)~other: Grimby-PA median 3 (IQR 2;3)",1,primary care center; COPD Web introduced by health professionals as part of usual care,high,,2,C&CHL,85.1,percentage of participants with sufficient health literacy,0,,0,,False,,1,COPD Web introduced by health professionals according to pre-specified routine,0,,False,,,,True,,Alone: 20 (46.51%)~Family: 23 (53.49%),,Currently working: 10 (23.26%)~Retired: 33 (76.74%)~Sickness benefits: 0 (0%),,Primary: 26 (60.47%)~Secondary: 7 (16.28%)~Tertiary: 10 (23.26%),,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:00:57.862769', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'control']}}",Primary
4194,control,usual care + pedometer,False,,40,365.0,0.0,365.0,False,,COPD,40.0,60.0,16.0,24.0,False,,71.0,8.0,,,,,,,,,,,Never smoker: 2 (5.00%)~Ex-smoker: 30 (75.00%)~Current smoker: 8 (20.00%),32.0,15.0,,,59.0,17.0,,"FVC_pct_mean: 76~FVC_pct_sd: 18~FEV1_FVC_ratio_mean: 57~FEV1_FVC_ratio_sd: 10~GOLD_stage: A: 51%, B: 23%, C: 5%, D: 21%~CAT_mean: 14.0~CAT_sd: 6.0~mMRC_mean: 1.64~mMRC_sd: 0.90~EQ5D_mean: 0.89~EQ5D_sd: 0.07~ESES_mean: 22.7~ESES_sd: 1.3~other: SoS-PA mean: 9.2 (SD 4.2)~other: Grimby-PA median 3 (IQR 3;3)",1,primary care center; usual care,high,,2,C&CHL,76.9,percentage of participants with sufficient health literacy,0,,0,,False,,0,,0,,False,,,,True,,Alone: 23 (57.50%)~Family: 17 (42.50%),,Currently working: 5 (12.50%)~Retired: 34 (85.00%)~Sickness benefits: 1 (2.50%),,Primary: 22 (55.00%)~Secondary: 10 (25.00%)~Tertiary: 8 (20.00%),,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:00:57.862769', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'control']}}",Primary
4337,treat1,home telemonitoring with touch screen device,False,,60,178.0,105.0,283.0,False,,COPD,68.33,31.67,41.0,19.0,False,,67.8,6.4,,,,,,,,,,,,,,,,,,,FVC_pct_mean: 28.6~LTOT_pct: 61.67%~comorbid_other_pct: 25.00%,2,"home-based telemonitoring with remote specialist support from hospital-based nurse case managers; patients recruited from SRSAD, a specialized home care service administered by Maisonneuve-Rosemont Hospital",moderate,"Step 1 split: clinical responsibility lies with hospital-based SRSAD team (suggests 2), but delivery is home-based via telemonitoring device (suggests 3). Step 2 provider type (hospital-employed nurse case managers and respiratory therapists) confirmed 2.",0,,,,1,had an operational telephone line in the home; excluded if visual or motor deficit made them unable to use the remote telemonitoring technology unless an informal caregiver agreed to shoulder this responsibility,1,touch screen with integrated modem (TELUS) provided and installed in home,False,,1,patients were taught how to follow the protocol during their initial meeting with one of the two nurse case managers,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:00:37.481300', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
